Product ID,Product Name,Category,Sub-Category,total_orders,total_units,total_revenue,total_profit,profit_margin_pct,avg_discount_pct
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,7,32,93.22,-15.4,-16.5,6.2
OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes,5,16,78.24,2.16,2.8,5.7
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,3,14,610.98,107.61,17.6,5.4
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,3,12,53.76,21.05,39.2,4.4
OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,2,5,176.29,30.16,17.1,5.0
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,4,17,1360.48,211.12,15.5,4.5
OFF-EN-10003040,Quality Park Security Envelopes,Office Supplies,Envelopes,4,20,240.76,31.62,13.1,5.0
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,5,20,679.66,131.08,19.3,3.6
OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes,4,15,71.28,30.43,42.7,5.6
OFF-EN-10003072,Peel & Seel Envelopes,Office Supplies,Envelopes,4,11,62.86,12.73,20.3,5.7
OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,7,26,247.62,44.95,18.2,5.4
OFF-EN-10003160,Pastel Pink Envelopes,Office Supplies,Envelopes,3,10,65.52,14.38,21.9,5.2
OFF-EN-10003286,Staple envelope,Office Supplies,Envelopes,7,28,284.83,53.77,18.9,4.3
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,5,18,1266.72,216.9,17.1,5.0
OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,2,11,88.01,16.13,18.3,7.1
OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,Envelopes,3,12,197.82,29.43,14.9,3.8
OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,2,12,68.28,12.8,18.7,5.5
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,5,22,50.92,10.91,21.4,5.5
OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,5,21,198.46,28.19,14.2,4.9
OFF-EN-10004007,Park Ridge Embossed Executive Business Envelopes,Office Supplies,Envelopes,1,5,62.28,10.91,17.5,5.4
OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,6,18,58.64,31.72,54.1,5.9
OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes,3,17,50.23,-4.51,-9.0,5.6
OFF-EN-10004206,Multimedia Mailers,Office Supplies,Envelopes,1,2,325.86,56.02,17.2,3.1
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,4,16,235.1,35.32,15.0,6.2
OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes,9,39,163.5,21.66,13.2,5.7
OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,6,28,379.21,69.64,18.4,5.5
OFF-EN-10004773,Staple envelope,Office Supplies,Envelopes,4,16,433.72,78.1,18.0,5.0
OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,4,13,36.71,-2.77,-7.5,5.5
OFF-EN-10004955,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,3,6,77.9,9.83,12.6,4.4
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,6,16,48.01,5.86,12.2,4.7
OFF-FA-10000089,Acco Glide Clips,Office Supplies,Fasteners,1,5,19.6,11.13,56.8,5.6
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,5,20,139.44,23.03,16.5,4.6
OFF-FA-10000254,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,2,11,19.78,14.39,72.8,4.3
OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,7,19,54.94,1.47,2.7,6.1
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,5,15,15.62,0.63,4.0,4.6
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,8,30,92.14,25.98,28.2,4.6
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,7,26,36.11,-18.38,-50.9,3.3
OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,7,22,139.62,21.41,15.3,5.6
OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,7,21,128.16,33.16,25.9,6.1
OFF-FA-10000735,Staples,Office Supplies,Fasteners,5,16,54.31,15.17,27.9,5.7
OFF-FA-10000840,OIC Thumb-Tacks,Office Supplies,Fasteners,3,12,13.0,3.21,24.7,4.9
OFF-FA-10000936,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,6,27,67.12,1.36,2.0,5.0
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,5,25,66.03,-0.56,-0.8,5.4
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,3,4,13.07,17.7,135.4,5.8
OFF-FA-10001229,Staples,Office Supplies,Fasteners,3,9,29.87,-0.03,-0.1,6.2
OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,5,18,40.9,-1.78,-4.4,5.1
OFF-FA-10001561,Stockwell Push Pins,Office Supplies,Fasteners,8,32,69.76,11.81,16.9,4.4
OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners,2,8,8.1,-6.93,-85.6,6.4
OFF-FA-10001843,Staples,Office Supplies,Fasteners,4,18,50.39,19.83,39.4,4.5
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,4,18,197.61,34.16,17.3,3.9
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners,10,51,225.0,68.63,30.5,4.5
OFF-FA-10002676,Colored Push Pins,Office Supplies,Fasteners,5,26,24.98,11.78,47.2,5.7
OFF-FA-10002701,Alliance Rubber Bands,Office Supplies,Fasteners,2,6,13.44,7.42,55.2,1.9
OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,6,22,87.69,18.51,21.1,5.3
OFF-FA-10002780,Staples,Office Supplies,Fasteners,5,16,92.98,18.99,20.4,4.1
OFF-FA-10002815,Staples,Office Supplies,Fasteners,3,13,50.62,-2.35,-4.6,4.6
OFF-FA-10002975,Staples,Office Supplies,Fasteners,4,10,77.11,18.35,23.8,4.3
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,3,10,46.38,6.04,13.0,5.0
OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,8,26,58.69,-7.22,-12.3,5.3
OFF-FA-10003021,Staples,Office Supplies,Fasteners,6,26,34.59,1.45,4.2,3.9
OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners,8,29,34.39,-29.98,-87.2,5.0
OFF-FA-10003112,Staples,Office Supplies,Fasteners,7,37,146.75,12.16,8.3,4.1
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,2,10,9.9,2.34,23.6,3.9
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,4,11,23.18,-4.34,-18.7,6.1
OFF-FA-10003485,Staples,Office Supplies,Fasteners,2,7,26.72,8.45,31.6,6.4
OFF-FA-10003495,Staples,Office Supplies,Fasteners,7,26,192.13,31.32,16.3,5.2
OFF-FA-10004076,Translucent Push Pins by OIC,Office Supplies,Fasteners,3,15,24.55,-3.97,-16.2,5.6
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,5,18,64.04,16.12,25.2,5.6
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,5,30,77.24,9.46,12.2,6.0
OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners,4,18,33.48,1.87,5.6,5.9
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,8,28,296.18,70.06,23.7,4.5
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,4,14,58.34,11.5,19.7,4.2
OFF-LA-10000081,Avery 496,Office Supplies,Labels,4,16,50.25,6.98,13.9,2.9
OFF-LA-10000121,Avery 48,Office Supplies,Labels,3,14,90.72,26.91,29.7,1.9
OFF-LA-10000134,Avery 511,Office Supplies,Labels,6,27,56.67,-16.08,-28.4,4.8
OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels,7,23,153.51,36.05,23.5,4.5
OFF-LA-10000248,Avery 52,Office Supplies,Labels,6,21,68.63,18.78,27.4,4.5
OFF-LA-10000262,Avery 494,Office Supplies,Labels,6,26,56.38,-2.14,-3.8,5.2
OFF-LA-10000305,Avery 495,Office Supplies,Labels,4,17,97.02,0.15,0.2,5.2
OFF-LA-10000407,Avery White Multi-Purpose Labels,Office Supplies,Labels,4,20,95.62,21.16,22.1,3.6
OFF-LA-10000414,Avery 503,Office Supplies,Labels,3,7,124.2,25.92,20.9,4.9
OFF-LA-10000443,Avery 501,Office Supplies,Labels,8,28,66.42,20.83,31.4,4.0
OFF-LA-10000452,Avery 488,Office Supplies,Labels,6,24,51.03,-15.25,-29.9,4.7
OFF-LA-10000476,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,2,6,20.65,-8.47,-41.0,4.6
OFF-LA-10000634,Avery 509,Office Supplies,Labels,4,6,32.36,-1.06,-3.3,3.7
OFF-LA-10000973,Avery 502,Office Supplies,Labels,3,11,17.64,0.79,4.5,2.4
OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,6,25,44.37,-3.18,-7.2,5.7
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,6,19,421.01,55.67,13.2,5.4
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,7,32,277.38,52.67,19.0,3.8
OFF-LA-10001175,Avery 514,Office Supplies,Labels,4,15,47.81,13.22,27.7,3.4
OFF-LA-10001297,Avery 473,Office Supplies,Labels,6,37,248.4,55.87,22.5,2.9
OFF-LA-10001317,Avery 520,Office Supplies,Labels,5,28,46.62,5.01,10.7,5.1
OFF-LA-10001404,Avery 517,Office Supplies,Labels,4,16,44.28,3.22,7.3,4.4
OFF-LA-10001474,Avery 477,Office Supplies,Labels,4,11,573.96,90.34,15.7,3.9
OFF-LA-10001569,Avery 499,Office Supplies,Labels,11,40,176.29,37.12,21.1,3.5
OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels,13,52,113.47,6.16,5.4,4.4
OFF-LA-10001641,Avery 518,Office Supplies,Labels,8,27,106.47,3.5,3.3,4.0
OFF-LA-10001771,Avery 513,Office Supplies,Labels,3,12,72.71,13.0,17.9,3.5
OFF-LA-10001934,Avery 516,Office Supplies,Labels,4,15,109.65,27.55,25.1,6.3
OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,4,17,62.25,-9.22,-14.8,2.7
OFF-LA-10002034,Avery 478,Office Supplies,Labels,4,14,88.38,26.61,30.1,3.4
OFF-LA-10002043,Avery 489,Office Supplies,Labels,5,23,159.39,5.54,3.5,3.7
OFF-LA-10002195,Avery 481,Office Supplies,Labels,5,14,91.17,8.46,9.3,4.1
OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,5,22,48.05,3.35,7.0,2.3
OFF-LA-10002312,Avery 490,Office Supplies,Labels,5,17,177.6,35.67,20.1,3.7
OFF-LA-10002368,Avery 479,Office Supplies,Labels,3,15,16.7,3.69,22.1,5.0
OFF-LA-10002381,Avery 497,Office Supplies,Labels,2,9,24.02,18.07,75.2,3.2
OFF-LA-10002473,Avery 484,Office Supplies,Labels,1,1,9.22,-1.72,-18.7,2.8
OFF-LA-10002475,Avery 519,Office Supplies,Labels,6,27,121.35,23.6,19.4,4.8
OFF-LA-10002762,Avery 485,Office Supplies,Labels,8,36,639.03,102.42,16.0,4.2
OFF-LA-10002787,Avery 480,Office Supplies,Labels,6,23,89.25,0.97,1.1,4.9
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,6,21,153.72,38.98,25.4,4.2
OFF-LA-10003077,Avery 500,Office Supplies,Labels,2,12,58.48,-2.16,-3.7,4.4
OFF-LA-10003121,Avery 506,Office Supplies,Labels,3,6,66.08,14.28,21.6,4.7
OFF-LA-10003148,Avery 51,Office Supplies,Labels,5,22,95.76,6.24,6.5,3.6
OFF-LA-10003190,Avery 474,Office Supplies,Labels,9,37,78.34,44.89,57.3,3.6
OFF-LA-10003223,Avery 508,Office Supplies,Labels,6,14,87.4,6.86,7.8,3.8
OFF-LA-10003388,Avery 5,Office Supplies,Labels,1,2,5.76,2.62,45.5,4.9
OFF-LA-10003498,Avery 475,Office Supplies,Labels,4,14,266.4,40.68,15.3,3.8
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,11,43,1233.41,225.78,18.3,3.4
OFF-LA-10003537,Avery 515,Office Supplies,Labels,2,8,62.65,4.07,6.5,3.2
OFF-LA-10003663,Avery 498,Office Supplies,Labels,3,17,35.26,-2.23,-6.3,3.7
OFF-LA-10003714,Avery 510,Office Supplies,Labels,3,17,21.75,-1.93,-8.9,2.5
OFF-LA-10003720,Avery 487,Office Supplies,Labels,7,30,84.87,15.3,18.0,3.4
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,6,16,78.75,28.32,36.0,4.4
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,8,36,488.4,96.88,19.8,3.2
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,8,36,3322.88,556.77,16.8,5.4
OFF-LA-10004008,Avery 507,Office Supplies,Labels,2,5,24.19,8.44,34.9,3.4
OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,2,11,14.73,15.47,105.0,4.6
OFF-LA-10004093,Avery 486,Office Supplies,Labels,9,30,168.13,33.02,19.6,3.3
OFF-LA-10004178,Avery 491,Office Supplies,Labels,3,18,45.43,-7.75,-17.1,3.9
OFF-LA-10004272,Avery 482,Office Supplies,Labels,2,6,11.56,1.51,13.1,5.5
OFF-LA-10004345,Avery 493,Office Supplies,Labels,4,10,55.97,20.38,36.4,3.4
OFF-LA-10004409,Avery 492,Office Supplies,Labels,5,14,53.57,-10.07,-18.8,4.2
OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,5,23,53.75,4.84,9.0,2.6
OFF-LA-10004484,Avery 476,Office Supplies,Labels,9,55,120.6,4.13,3.4,3.9
OFF-LA-10004544,Avery 505,Office Supplies,Labels,7,27,372.96,88.82,23.8,3.3
OFF-LA-10004545,Avery 50,Office Supplies,Labels,5,15,235.56,34.48,14.6,3.0
OFF-LA-10004559,Avery 49,Office Supplies,Labels,6,30,66.82,25.96,38.9,4.0
OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,2,8,26.57,12.41,46.7,3.5
OFF-LA-10004689,Avery 512,Office Supplies,Labels,5,21,84.39,44.26,52.4,3.8
OFF-LA-10004853,Avery 483,Office Supplies,Labels,6,21,83.66,8.31,9.9,3.6
OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,3,10,51.12,22.26,43.5,4.8
OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,8,41,209.95,46.29,22.0,4.3
OFF-PA-10000029,Xerox 224,Office Supplies,Paper,6,24,95.9,24.92,26.0,4.7
OFF-PA-10000048,Xerox 20,Office Supplies,Paper,1,6,6.48,5.89,90.9,5.1
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,4,14,150.34,11.34,7.5,4.2
OFF-PA-10000062,Green Bar Computer Printout Paper,Office Supplies,Paper,5,17,857.38,137.62,16.1,4.8
OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,3,20,102.49,16.75,16.3,3.6
OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,7,24,1492.04,265.34,17.8,4.4
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,4,14,57.35,13.67,23.8,3.2
OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,3,9,16.57,11.05,66.7,4.3
OFF-PA-10000143,Astroparche Fine Business Paper,Office Supplies,Paper,6,32,144.67,32.07,22.2,4.8
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,10,51,767.23,133.53,17.4,5.1
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,5,26,396.54,61.47,15.5,4.4
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,6,22,152.14,7.3,4.8,5.6
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,7,25,417.34,78.08,18.7,6.3
OFF-PA-10000210,Xerox Blank Computer Paper,Office Supplies,Paper,1,4,99.9,26.59,26.6,6.3
OFF-PA-10000213,Xerox 198,Office Supplies,Paper,3,10,75.7,6.99,9.2,5.0
OFF-PA-10000223,Xerox 2000,Office Supplies,Paper,5,25,84.24,28.08,33.3,5.0
OFF-PA-10000232,Xerox 1975,Office Supplies,Paper,5,18,69.98,15.39,22.0,5.3
OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,6,18,458.5,66.3,14.5,4.7
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,5,17,136.82,25.06,18.3,4.8
OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,6,25,196.48,40.02,20.4,5.2
OFF-PA-10000289,Xerox 213,Office Supplies,Paper,6,27,111.46,31.91,28.6,4.3
OFF-PA-10000295,Xerox 229,Office Supplies,Paper,3,18,85.54,7.57,8.8,5.1
OFF-PA-10000300,Xerox 1936,Office Supplies,Paper,3,10,155.84,34.85,22.4,6.5
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,5,17,95.9,9.67,10.1,5.5
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,1,4,16.9,0.16,0.9,1.8
OFF-PA-10000312,Xerox 1955,Office Supplies,Paper,2,11,182.72,35.48,19.4,5.0
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,5,30,110.42,11.18,10.1,4.7
OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,8,26,113.54,24.38,21.5,4.8
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,2,6,51.36,10.73,20.9,6.1
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,6,28,909.98,156.2,17.2,3.8
OFF-PA-10000357,Xerox 1888,Office Supplies,Paper,6,19,1231.66,218.37,17.7,4.7
OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,8,34,281.89,42.7,15.1,4.6
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,6,24,1782.45,310.09,17.4,5.6
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,3,7,76.84,5.01,6.5,6.7
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,11,54,1020.67,184.1,18.0,5.1
OFF-PA-10000477,Xerox 1952,Office Supplies,Paper,3,14,87.65,-7.06,-8.1,5.8
OFF-PA-10000477,Xerox 22,Office Supplies,Paper,3,5,75.17,26.15,34.8,4.9
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,6,30,1016.79,164.86,16.2,4.4
OFF-PA-10000483,Xerox 19,Office Supplies,Paper,4,16,415.13,63.0,15.2,5.2
OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper,3,18,231.86,42.35,18.3,6.2
OFF-PA-10000520,Xerox 201,Office Supplies,Paper,5,18,110.16,12.98,11.8,6.3
OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,4,11,70.75,9.84,13.9,5.4
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,5,18,70.63,10.61,15.0,5.8
OFF-PA-10000551,Array Memo Cubes,Office Supplies,Paper,3,18,54.91,2.47,4.5,4.4
OFF-PA-10000552,Xerox 200,Office Supplies,Paper,5,17,84.24,10.4,12.3,5.2
OFF-PA-10000556,Xerox 208,Office Supplies,Paper,2,7,54.43,-10.87,-20.0,3.7
OFF-PA-10000565,Easy-staple paper,Office Supplies,Paper,2,4,279.9,43.08,15.4,3.9
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,7,23,218.09,46.17,21.2,4.7
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,3,14,62.61,11.86,18.9,6.2
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,4,15,351.74,62.15,17.7,5.3
OFF-PA-10000605,Xerox 1950,Office Supplies,Paper,3,12,49.71,8.41,16.9,4.2
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,3,13,94.93,26.2,27.6,5.1
OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,4,19,406.46,56.39,13.9,5.3
OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,2,11,62.61,7.22,11.5,4.4
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,8,29,1500.23,228.47,15.2,5.7
OFF-PA-10000682,Xerox 1924,Office Supplies,Paper,4,15,60.11,6.15,10.2,6.3
OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,3,16,49.5,4.1,8.3,6.5
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,4,21,160.34,24.02,15.0,5.4
OFF-PA-10000740,Xerox 1982,Office Supplies,Paper,3,15,237.54,47.6,20.0,5.9
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,5,18,117.57,11.41,9.7,5.4
OFF-PA-10000788,Xerox 210,Office Supplies,Paper,6,25,95.9,5.44,5.7,5.0
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,6,23,115.43,6.82,5.9,6.3
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,5,20,1097.21,178.02,16.2,4.6
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,3,12,70.19,-2.41,-3.4,3.9
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,5,23,60.91,21.93,36.0,3.4
OFF-PA-10000859,Unpadded Memo Slips,Office Supplies,Paper,2,8,18.31,2.17,11.9,4.7
OFF-PA-10000919,Xerox 1918,Office Supplies,Paper,1,5,155.04,28.9,18.6,5.1
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,3,9,37.93,10.1,26.6,3.3
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,8,28,2579.31,424.3,16.5,3.8
OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,1,5,93.25,15.65,16.8,4.3
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,8,35,543.46,73.93,13.6,4.5
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,11,48,1434.65,247.73,17.3,5.1
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,9,24,1102.89,194.42,17.6,3.8
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,5,18,865.49,147.24,17.0,5.4
OFF-PA-10001166,Xerox 1932,Office Supplies,Paper,1,4,85.06,12.64,14.9,4.0
OFF-PA-10001166,Xerox 2,Office Supplies,Paper,9,26,137.38,26.71,19.4,3.8
OFF-PA-10001184,Xerox 1903,Office Supplies,Paper,6,24,138.74,22.93,16.5,6.0
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,5,14,46.46,29.32,63.1,5.4
OFF-PA-10001215,Xerox 1963,Office Supplies,Paper,2,6,34.85,11.73,33.7,4.7
OFF-PA-10001243,Xerox 1983,Office Supplies,Paper,2,7,29.9,10.97,36.7,4.8
OFF-PA-10001246,Xerox 215,Office Supplies,Paper,1,7,19.44,0.2,1.0,8.5
OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,2,7,88.11,18.34,20.8,1.3
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,2,5,18.25,-10.88,-59.6,7.1
OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,1,1,191.6,40.28,21.0,0.5
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,8,40,1279.08,214.92,16.8,5.4
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,3,7,79.06,9.47,12.0,3.1
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,7,32,405.96,72.26,17.8,5.1
OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,4,20,54.6,20.78,38.1,5.3
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,5,19,651.44,90.32,13.9,6.6
OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,5,17,294.72,66.72,22.6,6.3
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,1,6,19.92,4.49,22.5,4.6
OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper,2,2,186.5,21.28,11.4,4.6
OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper,2,7,86.84,20.86,24.0,6.7
OFF-PA-10001471,Strathmore Photo Frame Cards,Office Supplies,Paper,4,17,116.96,18.74,16.0,5.0
OFF-PA-10001497,Xerox 1914,Office Supplies,Paper,5,28,956.3,162.12,17.0,4.1
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,5,21,268.5,61.98,23.1,5.1
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,7,36,110.56,28.59,25.9,3.9
